TransactionID,CustomerID,CustomerName,CustomerDOB,CustAccountBalance,LoanAmount,CustomerEmail,CustLocation,TotalAmountPaid,LoanDuration,LoanRate,LoanSanctDate,LastCycleDate,IssuerBank,LoanEndDate,RemainingLoan
5402466,484348,Gokul Kapoor,22-01-1992,766457,1137500,gokul.kapoor@gmail.com,Tripura,654573,10,7.4,08-07-2020,21-03-2022,HDFC,06-07-2030,482927
5402467,425453,Hazel Kumar,01-11-1982,698968,1984010,hazel.kumar@gmail.com,Rajasthan,538269,15,6.8,19-03-2021,15-03-2022,PNB,15-03-2036,1445741
5402468,464933,Sumer Yogi,09-08-1992,728405,2948717,sumer.yogi@gmail.com,Sikkim,401463,15,7.3,15-06-2020,01-03-2022,ICICI,12-06-2035,2547254
5402469,511235,Samaira Virk,25-03-1983,178259,1097653,samaira.virk@gmail.com,West Bengal,480897,20,8,21-09-2018,07-03-2022,CITI,16-09-2038,616756
5402470,431264,Fateh Edwin,12-12-1994,441758,3189106,fateh.edwin@gmail.com,Tripura,394373,20,7.1,11-11-2020,07-03-2022,ICICI,06-11-2040,2794733
5402471,479108,Indrajit Anand,27-03-1984,822277,4588144,indrajit.anand@gmail.com,Uttarakhand,324813,10,7.8,16-07-2019,21-03-2022,AXIS,13-07-2029,4263331
5402472,462994,Kismat Ramakrishnan,26-10-1989,324795,4920832,kismat.ramakrishnan@gmail.com,Tamil Nadu,625243,10,7.9,23-07-2020,07-03-2022,CITI,21-07-2030,4295589
5402473,553229,Damini Bhalla,11-04-1983,629306,3808637,damini.bhalla@gmail.com,Maharashtra,690454,5,7.3,28-05-2018,07-03-2022,SBI,27-05-2023,3118183
5402474,420348,Samarth Varty,02-06-1985,233205,2345456,samarth.varty@gmail.com,Goa,294634,5,6.7,10-05-2019,07-03-2022,SBI,08-05-2024,2050822
5402475,523952,Misha Mallick,19-11-1983,437965,3250198,misha.mallick@gmail.com,Haryana,217792,15,6,22-08-2019,07-03-2022,CANARA,18-08-2034,3032406
5402476,495359,Aaina Varma,26-02-1996,662662,3883547,aaina.varma@gmail.com,Rajasthan,494762,20,5.9,08-09-2019,07-03-2022,ICICI,03-09-2039,3388785
5402477,409086,Rati Luthra,07-04-1986,205585,2001829,rati.luthra@gmail.com,Tripura,652640,15,7.2,02-04-2019,07-03-2022,AXIS,29-03-2034,1349189
5402478,453162,Indrajit Balan,24-06-1994,965175,1828654,indrajit.balan@gmail.com,Maharashtra,832801,10,7.6,08-09-2018,01-03-2022,HDFC,05-09-2028,995853
5402479,517274,Bhavin Keer,27-09-1988,496804,4228938,bhavin.keer@gmail.com,Odisha,261772,10,5.8,29-08-2019,07-03-2022,SBI,26-08-2029,3967166
5402480,437487,Kartik Roy,10-11-1984,288336,1486612,kartik.roy@gmail.com,Mizoram,386369,5,6.4,28-08-2018,01-03-2022,CANARA,27-08-2023,1100243
5402481,459115,Gokul Kota,14-11-1986,355903,2891282,gokul.kota@gmail.com,Gujarat,784467,15,6.8,12-03-2020,01-03-2022,CITI,09-03-2035,2106815
5402482,406529,Pranay Rajagopal,12-04-1996,662534,2146393,pranay.rajagopal@gmail.com,Andhra Pradesh,560445,5,8.1,12-08-2018,15-03-2022,ICICI,11-08-2023,1585948
5402483,511283,Darshit Kalla,24-03-1993,926643,1760952,darshit.kalla@gmail.com,Sikkim,474214,5,8,14-05-2020,01-03-2022,AXIS,13-05-2025,1286738
5402484,500822,Riya Kota,31-07-1994,741334,3678518,riya.kota@gmail.com,Meghalaya,250451,5,7.5,04-11-2018,15-03-2022,CITI,03-11-2023,3428067
5402485,507588,Mishti Sarin,09-04-1997,461432,4994028,mishti.sarin@gmail.com,West Bengal,588121,20,7.5,06-04-2019,07-03-2022,CITI,01-04-2039,4405907
5402486,524576,Jhanvi Chahal,29-05-1992,144240,4497554,jhanvi.chahal@gmail.com,Uttar Pradesh,441605,20,6.2,07-12-2018,15-03-2022,HDFC,02-12-2038,4055949
5402487,580883,Samiha Sachdeva,16-05-1991,748376,4359003,samiha.sachdeva@gmail.com,Haryana,284658,10,6.6,04-11-2019,15-03-2022,ICICI,01-11-2029,4074345
5402488,509014,Darshit Mall,23-06-1984,397567,2852675,darshit.mall@gmail.com,Karnataka,308753,15,5.9,27-07-2019,07-03-2022,IDBI,23-07-2034,2543922
5402489,475957,Badal Krishna,25-06-1989,440432,1720907,badal.krishna@gmail.com,Madhya Pradesh,313570,15,7.1,11-09-2019,01-03-2022,CITI,07-09-2034,1407337
5402490,555150,Baiju Chada,20-04-1990,587401,1160215,baiju.chada@gmail.com,Uttarakhand,426535,15,6,10-08-2018,07-03-2022,IDBI,06-08-2033,733680
5402491,557936,Saanvi Krishna,01-11-1993,574031,3745187,saanvi.krishna@gmail.com,Mizoram,811777,5,5.9,25-01-2020,07-03-2022,CANARA,23-01-2025,2933410
5402492,407286,Shaan Kaur,09-11-1994,819436,2049444,shaan.kaur@gmail.com,Gujarat,651290,10,6.8,29-01-2021,07-03-2022,PNB,27-01-2031,1398154
5402493,517390,Nirvaan Sood,12-09-1990,324565,2857592,nirvaan.sood@gmail.com,Kerala,356370,5,6.7,07-08-2018,01-03-2022,IDBI,06-08-2023,2501222
5402494,431810,Drishya Kala,05-05-1986,251859,1058697,drishya.kala@gmail.com,Himachal Pradesh,693498,15,5.9,02-09-2018,07-03-2022,PNB,29-08-2033,365199
5402495,589706,Akarsh Rajagopalan,21-12-1993,963846,3589486,akarsh.rajagopalan@gmail.com,Uttar Pradesh,665661,5,6.3,27-08-2018,21-03-2022,PNB,26-08-2023,2923825
5402496,477694,Sara Borah,23-05-1988,901645,1740099,sara.borah@gmail.com,Punjab,767038,15,6,28-02-2019,01-03-2022,CANARA,24-02-2034,973061
5402497,435244,Raghav Chowdhury,22-12-1988,156507,1053412,raghav.chowdhury@gmail.com,Meghalaya,208088,5,7.1,21-02-2021,21-03-2022,PNB,20-02-2026,845324
5402498,571303,Miraan Suri,05-03-1989,926909,1455922,miraan.suri@gmail.com,Haryana,804914,10,5.8,25-10-2018,07-03-2022,PNB,22-10-2028,651008
5402499,531211,Tanya Dhingra,14-03-1991,829817,1333044,tanya.dhingra@gmail.com,Tripura,671749,5,6.8,25-08-2020,01-03-2022,HDFC,24-08-2025,661295
5402500,506757,Ela Yogi,15-12-1984,616477,4182446,ela.yogi@gmail.com,Manipur,191086,5,6.4,06-02-2020,07-03-2022,ICICI,04-02-2025,3991360
5402501,576207,Nayantara Luthra,11-09-1982,129185,2102167,nayantara.luthra@gmail.com,Punjab,683417,20,7.5,04-02-2021,15-03-2022,CITI,30-01-2041,1418750
5402502,581276,Miraan Mangat,08-05-1982,663819,1931524,miraan.mangat@gmail.com,Uttarakhand,308547,5,8.1,01-04-2019,07-03-2022,PNB,30-03-2024,1622977
5402503,481964,Eshani Chand,04-03-1994,279169,4263500,eshani.chand@gmail.com,Haryana,711226,5,6.8,24-04-2019,01-03-2022,SBI,22-04-2024,3552274
5402504,500952,Seher Kibe,31-10-1988,670000,2817101,seher.kibe@gmail.com,Telangana,809329,10,7.7,27-05-2020,07-03-2022,ICICI,25-05-2030,2007772
5402505,532547,Fateh Luthra,17-01-1994,375675,4943281,fateh.luthra@gmail.com,Kerala,812937,5,6.8,10-06-2018,01-03-2022,AXIS,09-06-2023,4130344
5402506,401908,Manjari Sampath,30-03-1984,293394,3231654,manjari.sampath@gmail.com,Kerala,195060,10,7,01-08-2018,07-03-2022,CITI,29-07-2028,3036594
5402507,552632,Miraan Kadakia,20-03-1993,567550,2298454,miraan.kadakia@gmail.com,Gujarat,752659,10,7.2,03-05-2020,07-03-2022,CITI,01-05-2030,1545795
5402508,526460,Aarav Barad,23-11-1983,177645,3182007,aarav.barad@gmail.com,Andhra Pradesh,405483,20,6.8,25-06-2019,07-03-2022,SBI,20-06-2039,2776524
5402509,525966,Aaryahi Shroff,08-09-1982,867434,3835666,aaryahi.shroff@gmail.com,Mizoram,227852,20,7.7,30-07-2019,21-03-2022,HDFC,25-07-2039,3607814
5402510,440997,Mamooty Choudhury,17-05-1982,865548,2768639,mamooty.choudhury@gmail.com,Mizoram,840249,10,7.3,02-04-2020,21-03-2022,HDFC,31-03-2030,1928390
5402511,469342,Purab Ahuja,17-01-1988,173886,2983296,purab.ahuja@gmail.com,Jharkhand,848729,15,8,09-07-2020,15-03-2022,SBI,06-07-2035,2134567
5402512,431725,Nirvi Sehgal,22-03-1993,279288,1218076,nirvi.sehgal@gmail.com,Himachal Pradesh,704854,15,5.9,03-01-2021,07-03-2022,PNB,31-12-2035,513222
5402513,479868,Ishaan Bala,09-05-1987,223542,2700760,ishaan.bala@gmail.com,Himachal Pradesh,305816,10,7.5,02-11-2020,01-03-2022,IDBI,31-10-2030,2394944
5402514,539984,Veer Badal,30-10-1992,798497,3410391,veer.badal@gmail.com,Uttar Pradesh,354162,5,7.9,07-05-2019,15-03-2022,AXIS,05-05-2024,3056229
5402515,500139,Umang Kumer,24-11-1982,402902,4777658,umang.kumer@gmail.com,Haryana,638662,5,6.5,04-07-2019,01-03-2022,ICICI,02-07-2024,4138996
5402516,530592,Zain Kuruvilla,04-04-1986,515890,1620305,zain.kuruvilla@gmail.com,Nagaland,187981,20,7.9,04-03-2020,07-03-2022,AXIS,28-02-2040,1432324
5402517,501775,Charvi Shukla,11-03-1994,138709,3641901,charvi.shukla@gmail.com,Manipur,370102,15,5.8,02-09-2019,07-03-2022,IDBI,29-08-2034,3271799
5402518,525241,Amani Chad,12-05-1993,949501,1065921,amani.chad@gmail.com,Uttar Pradesh,704240,20,6,27-04-2018,21-03-2022,PNB,22-04-2038,361681
5402519,529827,Shaan Chana,09-11-1984,476582,2183608,shaan.chana@gmail.com,Uttar Pradesh,759587,5,6.6,11-07-2020,07-03-2022,HDFC,10-07-2025,1424021
5402520,525974,Misha Tripathi,16-08-1991,201762,3554735,misha.tripathi@gmail.com,Meghalaya,790686,15,6.8,27-09-2020,01-03-2022,PNB,24-09-2035,2764049
5402521,562001,Raghav Tata,15-08-1986,485431,2696707,raghav.tata@gmail.com,Gujarat,582686,20,6,12-12-2018,15-03-2022,PNB,07-12-2038,2114021
5402522,453179,Keya Chaudry,01-03-1997,117020,1032866,keya.chaudry@gmail.com,Gujarat,536551,10,6,31-12-2020,15-03-2022,CANARA,29-12-2030,496315
5402523,471689,Lakshay Chaudhuri,10-12-1991,982782,1213951,lakshay.chaudhuri@gmail.com,Odisha,761445,15,7.6,01-12-2020,01-03-2022,AXIS,28-11-2035,452506
5402524,494537,Stuvan Vaidya,25-01-1994,576649,4606966,stuvan.vaidya@gmail.com,Arunachal Pradesh,485161,15,7.5,13-12-2019,01-03-2022,ICICI,09-12-2034,4121805
5402525,538876,Khushi Samra,20-08-1990,322714,1829282,khushi.samra@gmail.com,Goa,273564,20,7.9,14-06-2018,21-03-2022,CITI,09-06-2038,1555718
5402526,580980,Fateh Aurora,18-12-1982,179479,3061503,fateh.aurora@gmail.com,Chhattisgarh,413353,10,6.2,02-02-2020,21-03-2022,CANARA,30-01-2030,2648150
5402527,511999,Riaan Wali,19-04-1996,844196,4970911,riaan.wali@gmail.com,Karnataka,800683,10,7.4,21-08-2020,07-03-2022,SBI,19-08-2030,4170228
5402528,428010,Sahil Lata,31-08-1990,180284,1835942,sahil.lata@gmail.com,Haryana,499719,5,8,11-07-2018,15-03-2022,HDFC,10-07-2023,1336223
5402529,543788,Manjari Bava,14-04-1991,337599,2089493,manjari.bava@gmail.com,Bihar,836232,10,8.1,28-06-2020,15-03-2022,IDBI,26-06-2030,1253261
5402530,472334,Divyansh Anand,11-08-1983,526140,1709018,divyansh.anand@gmail.com,Odisha,469498,15,7.2,16-09-2018,15-03-2022,CITI,12-09-2033,1239520
5402531,510945,Adah Ganesh,19-12-1991,218208,4702122,adah.ganesh@gmail.com,Goa,518762,20,5.9,02-12-2020,01-03-2022,HDFC,27-11-2040,4183360
5402532,569902,Samarth Deshmukh,15-03-1988,311433,4489429,samarth.deshmukh@gmail.com,Sikkim,673827,5,6.6,19-07-2019,01-03-2022,ICICI,17-07-2024,3815602
5402533,432843,Mamooty Sethi,16-05-1993,642072,4429995,mamooty.sethi@gmail.com,Gujarat,150013,15,6.9,09-05-2020,07-03-2022,PNB,06-05-2035,4279982
5402534,525315,Drishya Chauhan,02-12-1983,598736,3589822,drishya.chauhan@gmail.com,Himachal Pradesh,165114,15,6.7,03-01-2021,15-03-2022,PNB,31-12-2035,3424708
5402535,476106,Ojas Kara,17-02-1996,972704,4249199,ojas.kara@gmail.com,Manipur,636205,20,6.8,18-04-2020,07-03-2022,PNB,13-04-2040,3612994
5402536,476005,Hansh Varty,21-01-1990,475017,4264624,hansh.varty@gmail.com,Kerala,810893,15,6,17-07-2020,01-03-2022,AXIS,14-07-2035,3453731
5402537,409211,Prisha Sharma,01-11-1988,878449,1904954,prisha.sharma@gmail.com,Sikkim,212567,15,8.1,09-03-2019,01-03-2022,PNB,05-03-2034,1692387
5402538,501494,Eshani Kata,11-03-1992,868070,2932756,eshani.kata@gmail.com,Gujarat,440852,15,6.5,20-11-2019,15-03-2022,AXIS,16-11-2034,2491904
5402539,415071,Zoya Kanda,04-02-1989,611597,2791477,zoya.kanda@gmail.com,Punjab,811094,15,5.9,13-04-2021,15-03-2022,ICICI,09-04-2036,1980383
5402540,598207,Yuvaan Jha,19-12-1996,539600,4034328,yuvaan.jha@gmail.com,Tripura,203879,15,5.8,28-03-2021,21-03-2022,HDFC,24-03-2036,3830449
5402541,471786,Hansh Sibal,01-11-1993,942418,3285071,hansh.sibal@gmail.com,Telangana,285196,20,6.9,25-06-2020,15-03-2022,ICICI,20-06-2040,2999875
5402542,400672,Manikya Kaur,21-12-1992,278616,4019509,manikya.kaur@gmail.com,Jharkhand,586793,20,6.6,18-10-2019,21-03-2022,CANARA,13-10-2039,3432716
5402543,499076,Zoya Madan,30-10-1992,345197,2384001,zoya.madan@gmail.com,Uttar Pradesh,586997,15,7.7,07-09-2019,15-03-2022,SBI,03-09-2034,1797004
5402544,471331,Umang Ram,22-11-1987,774482,3398164,umang.ram@gmail.com,Meghalaya,529580,20,6.5,28-06-2018,07-03-2022,SBI,23-06-2038,2868584
5402545,436253,Ranbir Bawa,10-07-1990,279380,1174344,ranbir.bawa@gmail.com,Telangana,796212,10,7.6,26-06-2019,07-03-2022,AXIS,23-06-2029,378132
5402546,507675,Pihu Mahal,23-07-1994,585081,2824169,pihu.mahal@gmail.com,Kerala,590015,5,6,28-07-2020,15-03-2022,CANARA,27-07-2025,2234154
5402547,598026,Yakshit Dar,01-05-1987,322165,4063266,yakshit.dar@gmail.com,Manipur,422806,10,7.6,07-04-2019,01-03-2022,PNB,04-04-2029,3640460
5402548,437071,Jivika Lata,29-10-1993,136528,1330305,jivika.lata@gmail.com,Himachal Pradesh,810341,15,5.8,03-08-2018,01-03-2022,HDFC,30-07-2033,519964
5402549,570296,Ivana Butala,02-04-1987,978992,2138102,ivana.butala@gmail.com,Mizoram,691113,5,7.1,30-11-2018,01-03-2022,SBI,29-11-2023,1446989
5402550,520205,Indranil Divan,06-04-1983,443212,2132254,indranil.divan@gmail.com,Haryana,350720,20,7.6,03-01-2021,07-03-2022,AXIS,29-12-2040,1781534
5402551,532074,Kismat Baral,29-03-1988,295830,1023000,kismat.baral@gmail.com,Kerala,415543,10,6.1,03-11-2019,15-03-2022,CANARA,31-10-2029,607457
5402552,434584,Nayantara Keer,14-09-1984,407518,4267582,nayantara.keer@gmail.com,Nagaland,322525,15,5.8,05-06-2020,21-03-2022,HDFC,02-06-2035,3945057
5402553,499715,Seher Jhaveri,29-03-1995,563950,4879725,seher.jhaveri@gmail.com,Arunachal Pradesh,649405,15,6.2,03-10-2020,01-03-2022,AXIS,30-09-2035,4230320
5402554,492068,Yashvi Gole,12-08-1982,549840,2137480,yashvi.gole@gmail.com,Himachal Pradesh,339878,10,8.1,25-04-2018,01-03-2022,AXIS,22-04-2028,1797602
5402555,452421,Ojas Srivastava,09-03-1994,963643,1664197,ojas.srivastava@gmail.com,Haryana,659533,5,7.5,15-04-2020,01-03-2022,ICICI,14-04-2025,1004664
5402556,429610,Armaan Bhattacharyya,11-03-1996,771943,1297836,armaan.bhattacharyya@gmail.com,Madhya Pradesh,443163,15,7.2,17-11-2020,07-03-2022,HDFC,14-11-2035,854673
5402557,534630,Miraya Sekhon,09-09-1989,954028,2994696,miraya.sekhon@gmail.com,Odisha,216618,10,7.3,13-03-2021,15-03-2022,CANARA,11-03-2031,2778078
5402558,433845,Kiaan Sharaf,29-05-1985,901808,1666861,kiaan.sharaf@gmail.com,Kerala,193127,20,7.5,07-04-2019,15-03-2022,CANARA,02-04-2039,1473734
5402559,508733,Kaira Zachariah,28-05-1985,233838,1777140,kaira.zachariah@gmail.com,Bihar,836593,20,6.9,31-10-2019,15-03-2022,PNB,26-10-2039,940547
5402560,406027,Vedika Chopra,16-05-1992,201256,2358120,vedika.chopra@gmail.com,Andhra Pradesh,739360,15,7,15-04-2019,01-03-2022,CANARA,11-04-2034,1618760
5402561,499354,Lavanya Varty,16-07-1995,340984,1279655,lavanya.varty@gmail.com,West Bengal,405179,5,5.9,11-10-2020,21-03-2022,IDBI,10-10-2025,874476
5402562,430094,Adah Loyal,10-09-1995,101213,1221243,adah.loyal@gmail.com,West Bengal,225692,5,8,25-09-2018,01-03-2022,SBI,24-09-2023,995551
5402563,598931,Vardaniya Wali,19-04-1993,758938,2809541,vardaniya.wali@gmail.com,Uttarakhand,538255,15,6.1,26-07-2018,21-03-2022,SBI,22-07-2033,2271286
5402564,417366,Ayesha Mallick,04-02-1983,317886,4464724,ayesha.mallick@gmail.com,Karnataka,636545,5,5.9,23-12-2019,21-03-2022,AXIS,21-12-2024,3828179
5402565,592117,Jayant Chacko,28-02-1995,490949,4174819,jayant.chacko@gmail.com,Himachal Pradesh,416883,15,5.8,21-07-2019,21-03-2022,AXIS,17-07-2034,3757936
5402566,589672,Keya Saini,21-07-1982,163555,2580398,keya.saini@gmail.com,Telangana,510658,20,6.1,26-12-2018,15-03-2022,AXIS,21-12-2038,2069740
5402567,573022,Fateh Luthra,28-02-1986,478209,3767163,fateh.luthra@gmail.com,Sikkim,650230,5,6.8,21-04-2020,21-03-2022,CANARA,20-04-2025,3116933
5402568,407987,Vedika Kala,02-02-1985,266649,4732615,vedika.kala@gmail.com,Odisha,681480,20,7.6,05-06-2018,01-03-2022,CITI,31-05-2038,4051135
5402569,573744,Prisha Sampath,04-02-1990,343971,2547261,prisha.sampath@gmail.com,Uttarakhand,670956,10,7.7,29-09-2019,01-03-2022,AXIS,26-09-2029,1876305
5402570,405145,Umang Gupta,15-11-1988,498309,4608363,umang.gupta@gmail.com,Punjab,786738,10,6.7,19-07-2019,21-03-2022,CANARA,16-07-2029,3821625
5402571,587130,Riya Mani,20-12-1987,849722,4460843,riya.mani@gmail.com,Meghalaya,832175,5,7.8,20-12-2019,21-03-2022,CITI,18-12-2024,3628668
5402572,574762,Jayan Kohli,21-04-1984,967931,3149927,jayan.kohli@gmail.com,Nagaland,478579,20,7.2,23-05-2019,07-03-2022,ICICI,18-05-2039,2671348
5402573,484517,Inaaya  Mannan,28-09-1993,314919,4393080,inaaya.mannan@gmail.com,Haryana,534567,5,7.8,02-03-2019,15-03-2022,ICICI,29-02-2024,3858513
5402574,437101,Aaryahi Vora,14-08-1996,515171,4744402,aaryahi.vora@gmail.com,Assam,635499,20,7,09-12-2018,15-03-2022,HDFC,04-12-2038,4108903
5402575,490892,Pari Wagle,12-02-1985,146181,4958006,pari.wagle@gmail.com,Kerala,298243,10,6.1,22-06-2019,21-03-2022,PNB,19-06-2029,4659763
5402576,460224,Hansh Kanda,18-10-1992,567215,1940025,hansh.kanda@gmail.com,Kerala,667121,15,6.4,16-09-2019,01-03-2022,HDFC,12-09-2034,1272904
5402577,510516,Kaira Bhagat,17-03-1983,638731,3608337,kaira.bhagat@gmail.com,Punjab,226969,10,6,30-11-2018,07-03-2022,ICICI,27-11-2028,3381368
5402578,456640,Piya Chana,21-02-1994,559256,3823354,piya.chana@gmail.com,Madhya Pradesh,399438,15,7.8,31-12-2019,01-03-2022,SBI,27-12-2034,3423916
5402579,572134,Nayantara Randhawa,11-10-1991,880367,3718822,nayantara.randhawa@gmail.com,Bihar,384446,5,6.5,30-06-2018,01-03-2022,AXIS,29-06-2023,3334376
5402580,538625,Hazel Setty,31-03-1987,464601,2644848,hazel.setty@gmail.com,Telangana,794472,15,6.9,31-07-2019,07-03-2022,CITI,27-07-2034,1850376
5402581,443423,Renee Kanda,31-01-1991,623791,4603507,renee.kanda@gmail.com,Chhattisgarh,745415,5,6.6,30-11-2018,15-03-2022,HDFC,29-11-2023,3858092
5402582,453277,Oorja Balay,09-11-1984,310742,1321425,oorja.balay@gmail.com,Haryana,281523,20,6.8,14-01-2020,21-03-2022,AXIS,09-01-2040,1039902
5402583,592621,Sara Vyas,30-01-1989,243840,4109334,sara.vyas@gmail.com,Tamil Nadu,224638,10,6.7,27-10-2018,21-03-2022,SBI,24-10-2028,3884696
5402584,422021,Ritvik Bhat,30-08-1984,356507,4672048,ritvik.bhat@gmail.com,Bihar,171153,10,6.6,04-11-2020,07-03-2022,IDBI,02-11-2030,4500895
5402585,494027,Bhamini Seth,03-04-1995,192950,1747305,bhamini.seth@gmail.com,Tripura,620056,15,7.2,09-11-2019,07-03-2022,SBI,05-11-2034,1127249
5402586,456529,Zain Salvi,21-06-1991,436136,4611701,zain.salvi@gmail.com,Uttarakhand,743922,5,6.8,07-04-2021,07-03-2022,CANARA,06-04-2026,3867779
5402587,571256,Aradhya Venkataraman,15-02-1985,720690,2951113,aradhya.venkataraman@gmail.com,West Bengal,375910,5,8,14-09-2020,07-03-2022,IDBI,13-09-2025,2575203
5402588,499207,Azad Goyal,10-04-1986,338663,1057328,azad.goyal@gmail.com,Sikkim,270559,5,7.2,27-03-2019,15-03-2022,PNB,25-03-2024,786769
5402589,517674,Arnav Sahota,21-09-1986,173094,2151609,arnav.sahota@gmail.com,Gujarat,837652,15,6.9,04-06-2018,07-03-2022,ICICI,31-05-2033,1313957
5402590,475844,Jayesh Wagle,04-11-1993,608845,1720093,jayesh.wagle@gmail.com,Andhra Pradesh,599159,10,7.8,13-04-2020,01-03-2022,SBI,11-04-2030,1120934
5402591,497690,Ranbir Shroff,30-01-1995,419556,3346734,ranbir.shroff@gmail.com,Maharashtra,453601,15,7.5,27-09-2019,07-03-2022,PNB,23-09-2034,2893133
5402592,426411,Manjari Bhalla,24-10-1988,894801,4815604,manjari.bhalla@gmail.com,Chhattisgarh,705739,15,5.9,11-02-2021,01-03-2022,HDFC,08-02-2036,4109865
5402593,426631,Mehul Bhardwaj,19-10-1988,578799,3387536,mehul.bhardwaj@gmail.com,Arunachal Pradesh,791923,5,7.8,09-02-2021,21-03-2022,SBI,08-02-2026,2595613
5402594,591225,Kanav Suresh,27-07-1985,804327,1204577,kanav.suresh@gmail.com,Odisha,709337,15,5.8,17-10-2018,01-03-2022,SBI,13-10-2033,495240
5402595,563516,Uthkarsh Garde,10-08-1986,540438,4957615,uthkarsh.garde@gmail.com,Tamil Nadu,610217,20,6.7,16-08-2020,15-03-2022,ICICI,11-08-2040,4347398
5402596,596843,Hunar Kata,04-04-1988,598348,4528845,hunar.kata@gmail.com,Manipur,718297,20,8.1,25-03-2020,01-03-2022,HDFC,20-03-2040,3810548
5402597,593288,Prisha Bora,21-07-1989,175851,2675409,prisha.bora@gmail.com,Madhya Pradesh,847705,10,5.9,29-12-2020,01-03-2022,CITI,27-12-2030,1827704
5402598,410807,Yasmin Gopal,12-01-1991,511076,2668652,yasmin.gopal@gmail.com,Telangana,762333,5,6.1,11-05-2020,21-03-2022,CITI,10-05-2025,1906319
5402599,488841,Hunar Gokhale,25-07-1993,202732,2300195,hunar.gokhale@gmail.com,Kerala,254221,5,7.2,02-07-2019,15-03-2022,HDFC,30-06-2024,2045974
5402600,543184,Emir Ganesh,15-05-1983,773291,3940130,emir.ganesh@gmail.com,Sikkim,415611,10,6.5,29-01-2021,15-03-2022,AXIS,27-01-2031,3524519
5402601,585407,Sahil Swaminathan,09-01-1995,179583,2773253,sahil.swaminathan@gmail.com,Manipur,836907,15,7.9,03-08-2019,21-03-2022,CITI,30-07-2034,1936346
5402602,535396,Purab Jain,29-09-1986,554710,1103835,purab.jain@gmail.com,Tripura,492598,15,5.8,18-02-2019,21-03-2022,CANARA,14-02-2034,611237
5402603,509568,Shamik Sood,23-01-1993,923975,1668228,shamik.sood@gmail.com,Nagaland,314740,10,6.3,26-06-2019,01-03-2022,PNB,23-06-2029,1353488
5402604,457078,Aradhya Banerjee,13-06-1990,730769,2338319,aradhya.banerjee@gmail.com,Tripura,518680,20,6.8,01-01-2021,21-03-2022,CITI,27-12-2040,1819639
5402605,524920,Aaina Wali,24-05-1991,716589,2982850,aaina.wali@gmail.com,Chhattisgarh,251196,5,6,07-11-2019,07-03-2022,HDFC,05-11-2024,2731654
5402606,493614,Romil Dora,07-08-1992,303755,1186217,romil.dora@gmail.com,Assam,691579,10,6.3,29-09-2020,01-03-2022,CITI,27-09-2030,494638
5402607,537348,Arnav Raval,25-11-1983,970230,3181862,arnav.raval@gmail.com,Andhra Pradesh,557156,15,5.9,06-05-2018,01-03-2022,AXIS,02-05-2033,2624706
5402608,487494,Azad Biswas,30-01-1995,427639,4476994,azad.biswas@gmail.com,Assam,284211,20,6.6,29-07-2019,07-03-2022,PNB,24-07-2039,4192783
5402609,450238,Kismat Edwin,06-04-1983,140181,4242002,kismat.edwin@gmail.com,Sikkim,697569,15,7.9,26-02-2021,01-03-2022,ICICI,23-02-2036,3544433
5402610,400019,Bhamini Khatri,09-07-1991,835105,1978000,bhamini.khatri@gmail.com,Odisha,594455,5,7,04-07-2020,15-03-2022,CANARA,03-07-2025,1383545
5402611,481705,Biju Varty,07-10-1982,954060,1897460,biju.varty@gmail.com,Chhattisgarh,726670,5,6.8,05-07-2018,15-03-2022,AXIS,04-07-2023,1170790
5402612,437280,Samarth Edwin,06-06-1995,313222,1660578,samarth.edwin@gmail.com,Haryana,271010,5,6.2,14-10-2019,01-03-2022,IDBI,12-10-2024,1389568
5402613,567735,Kabir Raja,07-08-1987,580967,2128355,kabir.raja@gmail.com,Tripura,749510,10,7.1,10-09-2018,07-03-2022,IDBI,07-09-2028,1378845
5402614,406817,Fateh Kara,22-05-1983,725101,4920983,fateh.kara@gmail.com,Nagaland,401448,5,6.5,09-07-2020,15-03-2022,ICICI,08-07-2025,4519535
5402615,400688,Misha Sharaf,25-07-1996,154127,3003408,misha.sharaf@gmail.com,Meghalaya,627604,5,7.8,02-04-2020,07-03-2022,HDFC,01-04-2025,2375804
5402616,421328,Jiya Sharma,05-10-1996,643968,4456772,jiya.sharma@gmail.com,Haryana,670274,20,6.7,03-03-2021,15-03-2022,IDBI,26-02-2041,3786498
5402617,561386,Dharmajan Ravi,10-02-1987,804306,3891578,dharmajan.ravi@gmail.com,Rajasthan,450407,10,8.1,25-10-2020,15-03-2022,PNB,23-10-2030,3441171
5402618,553298,Zara Yadav,04-06-1995,279882,4241510,zara.yadav@gmail.com,Mizoram,813265,15,7.3,02-06-2020,07-03-2022,IDBI,30-05-2035,3428245
5402619,403935,Amani Kapadia,20-07-1988,860395,1092436,amani.kapadia@gmail.com,Kerala,416482,5,6.8,08-09-2018,21-03-2022,HDFC,07-09-2023,675954
5402620,547908,Saanvi Manda,03-10-1989,722780,1530378,saanvi.manda@gmail.com,Haryana,785824,5,8,26-12-2020,21-03-2022,SBI,25-12-2025,744554
5402621,448204,Shray Kapur,22-10-1991,493595,2812708,shray.kapur@gmail.com,Jharkhand,612538,10,6.4,09-07-2018,01-03-2022,SBI,06-07-2028,2200170
